,player,x,y,endx,endy,team,outcome,minute,goalx,goaly
681,Ross Barkley,47.4,70.6,59.1,77.0,24,Successful,61,,
682,Anwar El Ghazi,59.1,77.0,45.3,82.3,24,Successful,61,,
683,Ross Barkley,41.9,84.8,34.6,65.4,24,Successful,61,,
684,Tyrone Mings,34.3,64.8,39.8,83.8,24,Successful,61,,
685,Ross Barkley,39.8,83.8,33.2,63.9,24,Successful,61,,
686,Tyrone Mings,33.5,63.4,67.8,2.2,24,Successful,61,,
687,Matthew Cash,67.8,2.2,81.8,19.7,24,Unsuccessful,61,,
688,Harry Maguire,19.2,83.5,22.4,95.9,32,Successful,61,,
689,Luke Shaw,23.3,95.0,30.8,81.4,32,Successful,61,,
690,Fred,35.9,74.2,52.6,74.4,32,Successful,61,,
691,Marcus Rashford,52.2,77.2,52.8,87.7,32,Successful,61,,
692,Fred,53.1,87.5,61.0,97.7,32,Successful,61,,
693,Mason Greenwood,62.3,90.3,57.9,94.1,32,Successful,61,,
694,Fred,58.1,89.1,53.0,75.4,32,Successful,61,,
695,Mason Greenwood,54.4,67.3,64.8,43.7,32,Successful,61,,
696,Paul Pogba,65.0,39.8,57.2,31.8,32,Successful,61,,
697,Scott McTominay,58.8,24.6,75.1,4.7,32,Successful,61,,
698,Aaron Wan-Bissaka,78.1,8.3,74.0,21.9,32,Successful,61,,
699,Paul Pogba,73.9,24.4,67.7,45.7,32,Successful,61,,
700,Bruno Fernandes,68.5,48.7,80.8,81.4,32,Successful,62,,
701,Luke Shaw,84.1,82.6,93.6,44.3,32,Unsuccessful,62,,
702,Emiliano Martínez,9.7,56.0,26.8,89.4,24,Successful,62,,
703,Anwar El Ghazi,31.9,91.7,48.9,91.7,24,Unsuccessful,62,,
704,Victor Lindelöf,52.2,9.7,55.2,15.0,32,Successful,62,,
705,Scott McTominay,55.3,15.0,55.4,9.8,32,Successful,62,,
706,Victor Lindelöf,77.4,23.0,74.4,15.8,32,Successful,62,,
707,Scott McTominay,74.7,15.6,77.7,20.0,32,Successful,62,,
708,Victor Lindelöf,77.8,20.0,68.5,22.2,32,Successful,62,,
709,Aaron Wan-Bissaka,68.5,23.3,70.9,30.1,32,Successful,62,,
710,Bruno Fernandes,70.6,28.6,68.7,20.9,32,Successful,62,,
711,Scott McTominay,67.8,17.6,58.3,15.2,32,Successful,62,,
712,Paul Pogba,59.8,14.3,64.0,9.5,32,Successful,62,,
713,Scott McTominay,64.8,11.9,59.3,14.7,32,Successful,62,,
714,Paul Pogba,58.6,14.7,45.1,23.0,32,Successful,62,,
715,Victor Lindelöf,45.0,22.4,58.0,42.1,32,Successful,62,,
716,Fred,56.5,47.3,53.9,66.1,32,Successful,62,,
717,Harry Maguire,59.4,68.8,70.0,70.0,32,Successful,62,,
718,Bruno Fernandes,99.5,99.5,96.8,31.0,32,Successful,63,,
719,Paul Pogba,98.5,29.1,97.7,33.1,32,Unsuccessful,63,,
720,Luke Shaw,99.5,0.5,89.9,53.0,32,Unsuccessful,64,,
721,Luke Shaw,71.0,100.0,77.5,74.5,32,Successful,65,,
722,Paul Pogba,75.2,77.9,74.8,90.0,32,Successful,65,,
723,Luke Shaw,79.1,84.2,84.9,80.9,32,Successful,65,,
724,Paul Pogba,84.9,80.5,80.8,79.7,32,Successful,65,,
725,Luke Shaw,84.2,73.9,87.7,75.1,32,Unsuccessful,65,,
726,Matthew Cash,32.5,25.4,28.1,57.5,24,Successful,65,,
727,Tyrone Mings,28.5,60.6,56.4,94.2,24,Successful,65,,
728,Matt Targett,64.7,93.9,71.3,79.7,24,Unsuccessful,65,,
729,Dean Henderson,8.2,48.4,13.1,14.6,32,Successful,65,,
730,Victor Lindelöf,16.7,9.5,50.9,24.9,32,Unsuccessful,66,,
731,Tyrone Mings,47.9,71.5,61.9,52.1,24,Unsuccessful,66,,
732,Fred,38.1,51.8,53.4,35.7,32,Unsuccessful,66,,
733,Tyrone Mings,52.6,66.1,38.1,53.7,24,Successful,66,,
734,Ezri Konsa Ngoyo,38.1,53.7,46.4,42.2,24,Successful,66,,
735,John McGinn,46.4,42.9,47.9,60.2,24,Successful,66,,
736,Jacob Ramsey,48.5,64.2,62.2,68.2,24,Successful,66,,
737,Anwar El Ghazi,63.0,68.8,54.1,65.2,24,Successful,66,,
738,Jacob Ramsey,54.1,65.2,86.5,46.3,24,Unsuccessful,66,,
739,Dean Henderson,12.0,44.8,70.9,100.0,32,Unsuccessful,66,,
740,Matthew Cash,43.4,0.0,65.8,5.9,24,Unsuccessful,66,,
741,Ross Barkley,72.0,15.6,92.9,55.1,24,Unsuccessful,67,,
742,Aaron Wan-Bissaka,0.6,4.8,23.1,18.0,32,Unsuccessful,67,,
743,Matt Targett,77.6,78.9,96.7,39.6,24,Successful,67,,
744,Ollie Watkins,97.3,38.6,97.2,54.6,24,Unsuccessful,67,,
745,Ross Barkley,99.5,99.5,96.1,60.8,24,Unsuccessful,68,,
746,Harry Maguire,24.3,69.7,59.3,34.2,32,Successful,69,,
747,Edinson Cavani,48.2,52.5,45.6,58.7,32,Successful,69,,
748,Fred,47.7,65.8,52.9,95.4,32,Successful,69,,
749,Luke Shaw,53.1,95.9,60.7,97.5,32,Successful,69,,
750,Paul Pogba,58.0,95.1,63.4,5.2,32,Successful,70,,
751,Aaron Wan-Bissaka,68.3,3.5,64.2,11.1,32,Successful,70,,
752,Scott McTominay,64.0,11.1,72.7,15.6,32,Successful,70,,
753,Marcus Rashford,73.8,17.0,66.5,30.9,32,Successful,70,,
754,Scott McTominay,65.0,32.1,70.7,63.9,32,Successful,70,,
755,Paul Pogba,70.5,63.9,65.5,59.4,32,Successful,70,,
756,Scott McTominay,67.6,65.2,76.9,91.5,32,Successful,70,,
757,Luke Shaw,75.4,83.0,72.7,76.1,32,Successful,70,,
758,Paul Pogba,68.6,71.5,66.0,38.5,32,Successful,70,,
759,Bruno Fernandes,62.8,30.3,75.6,4.9,32,Successful,70,,
760,Aaron Wan-Bissaka,75.4,20.1,70.6,25.8,32,Successful,70,,
761,Scott McTominay,69.5,24.6,72.0,14.9,32,Successful,70,,
762,Marcus Rashford,71.6,12.3,62.3,8.6,32,Successful,70,,
763,Bruno Fernandes,63.6,5.5,69.1,17.4,32,Successful,70,,
764,Scott McTominay,67.2,17.1,59.9,14.0,32,Successful,70,,
765,Bruno Fernandes,59.8,14.0,65.4,21.9,32,Successful,70,,
766,Scott McTominay,65.4,21.9,72.5,7.0,32,Successful,70,,
767,Marcus Rashford,83.5,5.0,91.4,81.1,32,Successful,70,,
768,Luke Shaw,88.0,67.9,85.9,54.9,32,Successful,70,,
769,Ross Barkley,34.6,26.7,61.2,8.3,24,Successful,70,,
770,Fred,64.4,97.5,71.5,97.5,32,Successful,70,,
771,Paul Pogba,71.0,96.9,59.5,96.3,32,Successful,70,,
772,Luke Shaw,60.1,96.2,66.0,97.2,32,Successful,71,,
773,Paul Pogba,66.0,97.2,72.6,95.6,32,Successful,71,,
774,Fred,72.1,94.4,84.6,89.1,32,Successful,71,,
775,Matthew Cash,28.7,0.0,42.2,20.3,24,Successful,71,,
776,Ross Barkley,42.2,20.3,57.0,19.8,24,Unsuccessful,71,,
777,Harry Maguire,44.3,79.1,53.9,96.6,32,Unsuccessful,71,,
778,Bertrand Traoré,56.1,4.9,56.6,11.0,24,Successful,71,,
779,Ross Barkley,61.4,10.3,73.3,34.2,24,Unsuccessful,71,,
780,Aaron Wan-Bissaka,28.3,44.8,38.4,66.9,32,Successful,71,,
781,Ross Barkley,72.8,37.4,74.4,35.5,24,Successful,75,,
782,Matt Targett,74.4,35.5,73.5,37.7,24,Successful,75,,
783,Dean Henderson,4.0,48.2,62.5,62.7,32,Successful,77,,
784,Bruno Fernandes,63.0,63.4,71.1,54.5,32,Successful,77,,
785,Edinson Cavani,71.1,54.5,64.5,57.3,32,Successful,77,,
786,Tyrone Mings,25.5,61.1,8.5,69.0,24,Successful,77,,
787,Emiliano Martínez,8.5,69.0,43.8,89.4,24,Successful,77,,
788,Ollie Watkins,43.8,89.4,47.3,82.0,24,Unsuccessful,77,,
789,Fred,54.0,23.1,37.5,13.1,32,Successful,77,,
790,Aaron Wan-Bissaka,44.1,16.5,29.8,36.6,32,Successful,77,,
791,Eric Bailly,30.1,37.3,31.0,70.2,32,Successful,77,,
792,Victor Lindelöf,36.7,81.5,33.3,95.6,32,Successful,77,,
793,Luke Shaw,33.2,96.5,47.2,95.4,32,Successful,77,,
794,Paul Pogba,45.9,95.3,43.0,91.7,32,Successful,77,,
795,Luke Shaw,42.4,91.5,43.8,97.4,32,Successful,77,,
796,Paul Pogba,45.9,97.4,65.4,93.3,32,Successful,77,,
797,Bruno Fernandes,68.0,86.3,90.4,59.4,32,Successful,78,,
798,Edinson Cavani,86.3,72.3,76.6,73.6,32,Successful,78,,
799,Bruno Fernandes,77.5,65.5,90.2,11.6,32,Successful,78,,
800,Aaron Wan-Bissaka,86.7,6.1,77.7,7.6,32,Successful,78,,
801,Scott McTominay,78.4,6.2,85.7,9.1,32,Successful,78,,
802,Marcus Rashford,87.7,9.1,96.4,16.8,32,Successful,78,,
803,Scott McTominay,73.6,7.9,85.4,15.9,32,Successful,78,,
804,Aaron Wan-Bissaka,78.7,9.8,74.7,7.0,32,Successful,78,,
805,Jacob Ramsey,25.9,93.9,26.8,90.3,24,Unsuccessful,78,,
806,Aaron Wan-Bissaka,81.0,9.1,86.7,8.3,32,Successful,78,,
807,Marcus Rashford,85.7,15.3,98.6,29.5,32,Unsuccessful,79,,
808,Emiliano Martínez,13.0,57.8,15.2,38.6,24,Successful,79,,
809,Ezri Konsa Ngoyo,15.2,38.8,9.9,55.5,24,Successful,79,,
810,Emiliano Martínez,10.1,55.2,11.0,73.3,24,Successful,79,,
811,Tyrone Mings,7.4,73.3,23.3,93.6,24,Successful,79,,
812,Matt Targett,24.6,93.8,71.7,74.7,24,Unsuccessful,79,,
813,Eric Bailly,28.5,27.3,45.7,32.1,32,Unsuccessful,79,,
814,Ollie Watkins,54.1,67.9,48.9,58.1,24,Successful,79,,
815,John McGinn,55.8,48.7,63.8,32.8,24,Successful,79,,
816,Bertrand Traoré,65.1,30.3,87.7,3.1,24,Successful,79,,
817,Matthew Cash,87.2,5.8,87.7,53.9,24,Unsuccessful,79,,
818,Paul Pogba,19.8,48.4,24.2,45.5,32,Unsuccessful,79,,
819,Wesley,74.6,62.1,72.0,70.9,24,Successful,79,,
820,John McGinn,72.0,70.9,78.8,84.1,24,Successful,79,,
821,Ollie Watkins,78.4,82.3,73.1,68.1,24,Successful,79,,
822,John McGinn,73.1,69.3,90.4,34.6,24,Successful,79,,
823,Dean Henderson,15.9,29.7,73.4,32.5,32,Unsuccessful,80,,
824,Matt Targett,26.2,89.0,42.4,95.1,24,Successful,80,,
825,Ollie Watkins,37.4,95.3,29.0,82.9,24,Successful,80,,
826,Tyrone Mings,29.0,82.9,66.8,64.5,24,Unsuccessful,80,,
827,Victor Lindelöf,32.3,35.5,46.2,23.4,32,Unsuccessful,80,,
828,Jacob Ramsey,47.4,71.1,47.3,58.5,24,Successful,80,,
829,John McGinn,53.7,67.2,53.9,46.6,24,Successful,80,,
830,Jacob Ramsey,62.3,28.6,72.2,5.8,24,Successful,80,,
831,Matthew Cash,72.8,5.6,69.0,10.3,24,Successful,80,,
832,Bertrand Traoré,64.4,26.1,58.0,37.4,24,Successful,80,,
833,Ezri Konsa Ngoyo,55.8,32.1,66.4,4.1,24,Successful,80,,
834,Matthew Cash,63.4,5.3,94.0,68.7,24,Successful,81,,
835,Ollie Watkins,94.2,86.9,87.2,73.5,24,Successful,81,,
836,Bertrand Traoré,98.2,67.8,95.8,66.4,24,Unsuccessful,81,,
837,Fred,14.8,35.4,20.2,30.3,32,Successful,81,,
838,Paul Pogba,22.5,25.5,36.2,12.0,32,Successful,81,,
839,Marcus Rashford,74.8,43.3,81.3,40.6,32,Unsuccessful,81,,
840,John McGinn,19.8,57.3,15.5,52.1,24,Successful,81,,
841,Ezri Konsa Ngoyo,15.5,52.2,19.7,72.6,24,Successful,81,,
842,Matt Targett,24.0,82.4,39.9,94.7,24,Successful,81,,
843,Ollie Watkins,42.2,93.8,35.7,89.1,24,Successful,81,,
844,Matt Targett,36.7,88.0,37.4,58.5,24,Successful,81,,
845,John McGinn,37.3,53.7,41.3,16.5,24,Successful,81,,
846,Matthew Cash,46.6,14.5,75.4,22.5,24,Unsuccessful,81,,
847,Keinan Davis,90.2,33.4,85.2,51.2,24,Successful,81,,
848,Bruno Fernandes,27.6,80.9,36.8,100.0,32,Unsuccessful,82,,
849,Matthew Cash,65.2,0.0,68.0,15.2,24,Successful,82,,
850,Ezri Konsa Ngoyo,55.4,12.6,54.7,36.3,24,Successful,82,,
851,John McGinn,57.7,38.8,71.5,67.0,24,Successful,82,,
852,Wesley,74.5,72.0,75.8,90.2,24,Successful,82,,
853,Ollie Watkins,75.9,89.1,91.0,86.6,24,Successful,82,,
854,Matt Targett,91.0,86.6,84.4,50.9,24,Successful,82,,
855,Dean Henderson,14.8,32.2,66.2,11.8,32,Unsuccessful,83,,
856,Matt Targett,29.9,88.4,50.9,93.1,24,Successful,83,,
857,Ollie Watkins,52.5,94.7,45.4,94.4,24,Successful,83,,
858,Matt Targett,39.7,93.1,61.3,77.5,24,Unsuccessful,83,,
859,Eric Bailly,32.6,30.1,59.2,0.0,32,Unsuccessful,83,,
860,Matt Targett,44.4,100.0,45.6,91.5,24,Successful,83,,
861,Marcus Rashford,51.1,11.4,59.1,0.0,32,Unsuccessful,83,,
862,Matt Targett,44.5,100.0,39.3,68.2,24,Successful,83,,
863,John McGinn,38.9,64.2,32.3,44.9,24,Successful,83,,
864,Ezri Konsa Ngoyo,32.3,44.6,40.8,20.1,24,Successful,83,,
865,Matthew Cash,45.5,18.6,95.9,17.7,24,Unsuccessful,83,,
866,Matthew Cash,84.6,0.0,93.1,48.8,24,Unsuccessful,84,,
867,Tyrone Mings,53.5,68.5,62.4,69.3,24,Successful,84,,
868,Jacob Ramsey,63.7,72.7,74.7,72.0,24,Successful,84,,
869,Matt Targett,74.7,72.0,75.5,60.0,24,Unsuccessful,84,,
870,Eric Bailly,24.3,37.3,42.8,46.0,32,Unsuccessful,84,,
871,John McGinn,58.0,52.7,53.5,40.1,24,Successful,84,,
872,Ezri Konsa Ngoyo,52.6,39.8,61.7,10.6,24,Successful,84,,
873,Matthew Cash,61.9,9.7,71.6,8.5,24,Successful,84,,
874,Bertrand Traoré,57.4,14.7,62.2,38.5,24,Successful,84,,
875,Jacob Ramsey,62.4,36.3,61.0,31.5,24,Successful,84,,
876,John McGinn,60.6,35.4,81.6,92.6,24,Successful,84,,
877,Matt Targett,83.7,93.0,87.6,55.5,24,Unsuccessful,84,,
878,Bruno Fernandes,45.1,15.8,66.5,11.4,32,Successful,84,,
879,Marcus Rashford,87.3,21.6,81.3,47.5,32,Successful,84,,
880,Tyrone Mings,9.3,55.5,35.9,50.0,24,Unsuccessful,84,,
881,Matthew Cash,42.2,24.1,71.9,24.0,24,Unsuccessful,85,,
882,Paul Pogba,48.0,79.7,57.1,71.7,32,Successful,85,,
883,Edinson Cavani,55.9,72.1,54.4,84.5,32,Successful,85,,
884,Paul Pogba,58.2,63.9,45.9,41.0,32,Successful,85,,
885,Eric Bailly,45.4,40.9,46.8,67.8,32,Successful,85,,
886,Nemanja Matic,64.3,55.7,73.9,5.3,32,Successful,86,,
887,Aaron Wan-Bissaka,73.6,4.7,66.6,9.4,32,Successful,86,,
888,Scott McTominay,66.2,7.6,74.1,18.2,32,Successful,86,,
889,Marcus Rashford,74.1,18.3,62.8,25.5,32,Successful,86,,
890,Nemanja Matic,61.9,23.6,51.1,13.5,32,Successful,86,,
891,Eric Bailly,50.8,12.9,56.4,6.5,32,Successful,86,,
892,Scott McTominay,56.1,6.2,37.3,17.9,32,Successful,86,,
893,Eric Bailly,36.0,17.1,38.4,4.1,32,Successful,86,,
894,Scott McTominay,40.1,3.1,41.7,5.3,32,Unsuccessful,86,,
895,Scott McTominay,45.0,5.0,58.0,31.9,32,Successful,86,,
896,Paul Pogba,79.6,41.8,83.8,62.4,32,Successful,86,,
897,Fred,70.4,54.0,79.4,26.2,32,Successful,86,,
898,Marcus Rashford,80.2,22.2,91.2,48.5,32,Successful,86,,
899,Keinan Davis,50.1,50.0,36.5,52.7,24,Successful,87,,
900,Tyrone Mings,35.6,58.7,37.3,87.7,24,Successful,87,,
901,Matt Targett,37.3,87.7,43.0,73.9,24,Successful,87,,
902,Jacob Ramsey,42.6,71.4,44.0,51.0,24,Successful,87,,
903,John McGinn,44.8,53.7,89.8,68.4,24,Successful,88,,
904,Dean Henderson,14.1,36.3,20.8,65.2,32,Successful,89,,
905,Victor Lindelöf,20.3,64.8,22.8,51.6,32,Successful,89,,
906,Nemanja Matic,28.8,40.4,27.2,22.8,32,Successful,89,,
907,Eric Bailly,27.2,23.9,33.7,36.9,32,Successful,89,,
908,Fred,32.3,34.3,27.2,26.4,32,Successful,89,,
909,Eric Bailly,27.2,25.8,32.1,37.0,32,Successful,89,,
910,Fred,32.1,39.2,24.4,50.4,32,Successful,89,,
911,Nemanja Matic,23.9,60.2,44.5,95.6,32,Successful,89,,
912,Luke Shaw,58.6,87.1,55.2,83.9,32,Successful,90,,
913,Fred,57.2,65.7,54.3,43.3,32,Successful,90,,
914,Scott McTominay,56.1,36.0,42.5,71.8,32,Successful,90,,
915,Victor Lindelöf,45.1,63.9,43.0,33.9,32,Successful,90,,
916,Eric Bailly,43.6,34.0,41.3,70.6,32,Successful,90,,
917,Victor Lindelöf,41.4,69.6,48.4,63.7,32,Successful,90,,
918,Fred,47.0,64.9,54.7,98.0,32,Successful,90,,
919,Luke Shaw,53.7,96.2,37.2,89.4,32,Successful,90,,
920,Victor Lindelöf,38.3,82.7,32.2,67.0,32,Successful,90,,
921,Nemanja Matic,32.8,69.0,38.3,85.4,32,Successful,90,,
922,Victor Lindelöf,37.6,87.7,45.3,98.1,32,Successful,90,,
923,Luke Shaw,63.9,96.0,71.7,97.8,32,Successful,90,,
924,Matthew Cash,21.2,8.0,16.0,15.6,24,Successful,90,,
925,Ezri Konsa Ngoyo,15.4,15.1,3.0,30.1,24,Successful,90,,
926,Emiliano Martínez,6.4,29.8,32.1,22.7,24,Unsuccessful,90,,
927,Fred,67.1,76.1,76.5,90.5,32,Successful,90,,
928,Marcus Rashford,74.7,93.0,66.3,95.4,32,Successful,90,,
929,Luke Shaw,66.4,86.0,68.2,75.6,32,Successful,91,,
930,Fred,72.5,62.6,73.3,42.8,32,Successful,91,,
931,Scott McTominay,76.2,42.5,79.2,44.6,32,Unsuccessful,91,,
932,Aaron Wan-Bissaka,77.6,12.9,63.6,37.9,32,Successful,91,,
933,Nemanja Matic,65.8,35.2,62.8,72.4,32,Successful,91,,
934,Victor Lindelöf,62.8,74.2,64.7,94.4,32,Successful,91,,
935,Luke Shaw,64.6,95.1,77.5,96.0,32,Successful,91,,
936,Marcus Rashford,75.8,91.5,69.1,77.2,32,Successful,91,,
937,Fred,68.9,77.2,62.7,94.2,32,Successful,91,,
938,Luke Shaw,62.2,94.2,67.4,87.7,32,Successful,91,,
939,Edinson Cavani,67.1,85.0,43.3,79.1,32,Successful,91,,
940,Victor Lindelöf,46.9,72.6,53.8,54.3,32,Successful,91,,
941,Scott McTominay,55.3,42.4,57.0,11.0,32,Successful,91,,
942,Nemanja Matic,54.0,44.2,55.4,56.3,32,Successful,91,,
943,Fred,55.2,56.6,49.5,46.4,32,Successful,91,,
944,Nemanja Matic,49.2,47.0,41.8,70.6,32,Successful,91,,
945,Victor Lindelöf,43.3,68.7,44.5,64.6,32,Successful,91,,
946,Nemanja Matic,44.2,61.7,42.5,41.2,32,Successful,91,,
947,Eric Bailly,42.6,41.3,42.6,75.0,32,Successful,91,,
948,Victor Lindelöf,42.8,74.4,51.8,66.9,32,Successful,91,,
949,Fred,49.4,66.9,51.9,97.7,32,Successful,91,,
950,Luke Shaw,51.7,96.0,53.5,85.6,32,Successful,91,,
951,Fred,53.6,84.5,68.4,82.0,32,Successful,91,,
952,Paul Pogba,69.1,80.6,60.7,70.8,32,Successful,91,,
953,Fred,62.8,65.1,83.4,8.6,32,Successful,92,,
954,Aaron Wan-Bissaka,86.0,5.9,95.6,65.5,32,Unsuccessful,92,,
955,Marcus Rashford,75.4,80.2,74.0,68.4,32,Successful,92,,
956,Fred,73.1,66.1,85.2,65.4,32,Successful,92,,
957,Paul Pogba,84.8,65.1,95.5,60.0,32,Unsuccessful,92,,
958,Emiliano Martínez,12.7,46.0,30.6,61.1,24,Successful,92,,
959,Jacob Ramsey,30.6,62.3,21.1,76.4,24,Successful,92,,
960,Matt Targett,21.1,76.4,28.1,67.2,24,Successful,92,,
961,Jacob Ramsey,28.1,67.2,14.7,58.7,24,Successful,92,,
962,Tyrone Mings,14.7,58.7,20.2,26.7,24,Successful,92,,
963,Ezri Konsa Ngoyo,21.8,25.0,39.9,6.7,24,Successful,92,,
964,Matthew Cash,40.0,5.5,48.5,5.3,24,Successful,92,,
965,Bertrand Traoré,43.0,8.2,35.1,4.9,24,Successful,92,,
966,Matthew Cash,35.1,4.9,27.1,26.2,24,Successful,92,,
967,Ezri Konsa Ngoyo,27.2,29.2,28.0,66.9,24,Successful,92,,
968,Tyrone Mings,30.0,71.7,31.4,94.7,24,Successful,92,,
969,Matt Targett,32.6,93.9,37.2,75.0,24,Successful,92,,
970,Jacob Ramsey,35.8,61.4,30.8,36.1,24,Successful,92,,
971,Ezri Konsa Ngoyo,30.3,37.1,31.3,46.7,24,Successful,92,,
972,Jacob Ramsey,31.3,46.7,36.8,53.4,24,Successful,92,,
973,John McGinn,39.1,56.7,48.2,90.9,24,Successful,93,,
974,Matt Targett,49.2,95.1,55.0,80.2,24,Successful,93,,
975,Keinan Davis,52.5,79.7,45.7,69.4,24,Successful,93,,
976,John McGinn,45.7,69.4,67.4,21.6,24,Unsuccessful,93,,
977,Paul Pogba,30.4,80.3,37.5,81.7,32,Successful,93,,
978,Fred,36.7,83.3,46.4,85.3,32,Successful,93,,
979,Edinson Cavani,46.4,85.3,43.5,71.8,32,Successful,93,,
980,Paul Pogba,54.3,64.6,60.3,42.7,32,Successful,93,,
981,Scott McTominay,59.3,39.8,59.4,41.5,32,Unsuccessful,93,,
982,John McGinn,39.0,48.9,50.4,58.8,24,Successful,93,,
983,Keinan Davis,61.0,69.7,98.0,75.3,24,Unsuccessful,93,,
984,Dean Henderson,3.5,27.4,14.6,61.7,32,Successful,93,,
985,Victor Lindelöf,14.9,61.7,22.5,45.7,32,Successful,93,,
986,Nemanja Matic,22.6,47.0,17.5,58.7,32,Successful,93,,
987,Victor Lindelöf,18.5,61.7,32.5,60.9,32,Successful,93,,
988,Fred,33.2,62.3,35.7,39.4,32,Successful,93,,
989,Scott McTominay,36.5,28.6,42.6,10.6,32,Successful,93,,
990,Aaron Wan-Bissaka,43.5,13.8,27.9,36.6,32,Successful,93,,
991,Eric Bailly,28.7,37.1,27.6,59.6,32,Successful,93,,
992,Nemanja Matic,28.8,52.7,29.6,31.6,32,Successful,94,,
993,Eric Bailly,27.7,37.3,12.0,54.0,32,Successful,94,,
994,Dean Henderson,12.1,65.7,55.4,72.1,32,Successful,94,,
995,Ezri Konsa Ngoyo,47.1,30.3,43.3,54.6,24,Successful,94,,
996,Tyrone Mings,43.3,55.1,62.3,65.4,24,Successful,94,,
997,Keinan Davis,60.1,69.0,61.1,61.5,24,Successful,94,,
998,Jacob Ramsey,61.5,59.7,72.3,50.6,24,Successful,94,,
999,Wesley,73.3,49.1,69.1,42.1,24,Successful,94,,
1000,Jacob Ramsey,70.5,40.7,76.9,15.2,24,Successful,94,,
1001,Nemanja Matic,12.0,92.7,22.1,83.0,32,Successful,94,,
1002,Paul Pogba,29.7,69.3,30.3,49.3,32,Successful,94,,
1003,Scott McTominay,48.1,41.8,75.8,88.6,32,Successful,94,,
1004,Edinson Cavani,76.4,84.1,67.7,69.3,32,Successful,94,,
1005,Paul Pogba,69.8,67.8,96.5,61.2,32,Unsuccessful,94,,
1006,Emiliano Martínez,12.1,42.1,24.5,47.8,24,Successful,95,,
1007,Jacob Ramsey,24.6,47.5,33.3,32.8,24,Successful,95,,
1008,John McGinn,33.3,32.8,16.4,31.2,24,Successful,95,,
1009,Ezri Konsa Ngoyo,16.4,31.2,25.5,21.8,24,Successful,95,,
1010,Matthew Cash,25.6,20.6,38.3,2.5,24,Successful,95,,
1011,Bertrand Traoré,35.2,2.5,27.6,15.3,24,Successful,95,,
1012,Matthew Cash,24.5,22.4,12.0,32.7,24,Successful,95,,
1013,Ezri Konsa Ngoyo,13.6,33.4,12.4,67.3,24,Successful,95,,
1014,Tyrone Mings,22.6,75.7,33.9,94.2,24,Successful,95,,
1015,Matt Targett,41.8,95.1,34.9,76.4,24,Successful,95,,
1016,Tyrone Mings,33.0,71.4,38.5,27.9,24,Successful,95,,
1017,Ezri Konsa Ngoyo,42.0,19.2,47.3,5.0,24,Successful,95,,
1018,Matthew Cash,47.3,5.0,43.1,30.7,24,Successful,95,,
1019,John McGinn,43.7,25.0,47.3,3.4,24,Successful,95,,
1020,Matthew Cash,47.3,3.4,86.1,43.0,24,Unsuccessful,95,,
1021,Dean Henderson,13.3,52.2,32.8,19.4,32,Successful,95,,
1022,Aaron Wan-Bissaka,32.4,19.7,32.3,35.5,32,Successful,95,,
1023,Scott McTominay,34.4,54.2,39.3,63.3,32,Successful,96,,
